User,Tweet
timesofindia,"Woman allegedly raped in Ola vehicle, accused cab driver arrested
https://t.co/9stJUjC0qE https://t.co/6SNtKYTz1U"
1stIndiaNews,"#BREAKING Woman allegedly raped in Infosys campus in Pune, 2 people arrested.
#Infosys #rape #crime #pune https://t.co/0ZUNzSPF8Q"
timesofindia,Woman allegedly raped in Infosys campus in Pune https://t.co/LPwLreT4rD
timesofindia,BREAKING | Woman allegedly raped in #Infosys campus in Pune: ANI
timesofindia,"Kolkata teen gang-raped by Army jawans on Amritsar Express https://t.co/bGlqIRiMuY
https://t.co/YrPPQEudiv"
timesofindia,Kolkata teen gang-raped by Army jawans on Amritsar Express https://t.co/bGlqIRiMuY
timesofindia,"Kolkata teen gang-raped by Army jawans on Amritsar Express
https://t.co/FT3RvuFJM0 https://t.co/zw8tQ5YSWd"
timesofindia,"Gang-raped to avenge poll defeat, girl ends life
https://t.co/bdzNaEXuOc https://t.co/xSiExFzGJF"
timesofindia,4-year-old girl allegedly raped by neighbour in Kodigehalli near Bengaluru; 45-year-old neighbour arrested from Kollegal
timesofindia,"Aravindan Balakrishnan: Maoist leader who 'raped female followers and imprisoned daughter'
https://t.co/OdqLAdMrdM https://t.co/iXRzng5NeX"
timesofindia,"Bengaluru shamed again: Woman gang-raped by security guards on Diwali
https://t.co/3SHj8t51dE (Representative pic) https://t.co/XjBoH6ojsY"
timesofindia,"35-year-old woman allegedly gang-raped on Wednesday at a club in Bengaluru, 2 security guards arrested"
timesofindia,"Woman 'raped 43,200' times, speaks out about Mexico's human trafficking rings
https://t.co/mVSPv9eqPY https://t.co/DrUiLiMQzG"
timesofindia,Girl allegedly raped in moving bus near Bengaluru https://t.co/RMXVxJjfoQ
timesofindia,Woman molested in Howrah https://t.co/rU1pinyAGc https://t.co/PfOerQBEe5
1stIndiaNews,These 5 ravans raped women and innocent girl in Jaipur | First India News Rajasthan https://t.co/UIrvtJr7so
DDNewslive,Full Story : Two minors raped in Delhi; CM Arvind Kejriwal says Delhi police failed to provide safety: http://t.co/Bmj08dvjxA
timesofindia,"4-year-old raped, brutalized in northwest Delhi
http://t.co/nIrqBQ6uJl http://t.co/dv6gGNrX5h"
timesofindia,"Horrifying. 4-year-old raped, brutalized in northwest Delhi http://t.co/rc58nMoacx via @TOIDelhi http://t.co/4yXOCjwUNe"
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/erHmNAmpqC 3 policemen gang-raped a female constable and threw her on road | Dial
timesofindia,"BPO employee gang-raped inside moving van in Bengaluru

http://t.co/b6sNLYOp2n http://t.co/WAWAPIMT53"
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/AKSEJql7Gu An intoxicated boy molested a female colleague in night | Dial 100
timesofindia,"8-year-old tied to tree, raped in Delhi http://t.co/EycVcbg2bT via @TOIDelhi http://t.co/hbDNbEzbQN"
timesofindia,"Delhi woman kidnapped in Meru cab, gang-raped http://t.co/ss9qysrMM4 via @TOIDelhi http://t.co/NVC6cBVU32"
timesofindia,Woman raped on moving bus in Bhopal  http://t.co/XxhKlHDbkK
timesofindia,Shameful! US woman on first India trip gang-raped in Dharamsala http://t.co/0xIEC34r38 http://t.co/1crkks95Jm
timesofindia,US woman on India trip gang-raped in Dharamsala http://t.co/VdmqB8CN9n
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/gxQ5kkQec5 Minor girl gang-raped in Sikar | Tehquikat
timesofindia,Family disowns Nepal woman ‘raped’ by diplomat http://t.co/skkQpeKCiL
timesofindia,Over 20 men allegedly raped Saudi diplomat's maid http://t.co/b5gbKiY8iN
timesofindia,"'Raped, we were sick with fear &amp; hunger' http://t.co/RPM1Ffybmh"
BBCIndia,Indian police investigating claims that a Saudi Arabian diplomat raped two Nepali maids http://t.co/UbTGOrgGhw http://t.co/u0TkJa519b
timesofindia,"National level Judo player allegedly gang-raped by two men in Gurgaon, case registered in Women Police Station Gurgaon, 1 arrested - ANI"
timesofindia,Jaipur horror: 17-year-old Delhi girl gang-raped by 13 http://t.co/xnaYEQybO4 via @TOIDelhi http://t.co/25Bzc45Q2x
timesofindia,Jaipur horror: Delhi girl gang-raped by 13 http://t.co/WErfqsajur
timesofindia,Raghaveshwara seer raped me when I was a minor: Artiste http://t.co/qP35Ce9qqi via @TOIBengaluru
timesofindia,Aurangabad woman raped in front of boyfriend http://t.co/gXD8hRqqC8
timesofindia,2 kids are raped everyday in Chennai; NCRB data shows Uttar Pradesh tops list http://t.co/tCJ3I3QAGm via @TOIChennai http://t.co/svotmsI1lu
timesofindia,"IS leader raped American hostage, US finds  http://t.co/JYmGMYhBPv"
1stIndiaNews,"Lady raped by her father-in-law, trashed from everywhere | Dial 100: http://t.co/OosYCnxhbN via @YouTube"
1stIndiaNews,"I added a video to a @YouTube playlist http://t.co/OosYCnxhbN Lady raped by her father-in-law, trashed from everywhere | Dial 100"
timesofindia,Ex-UK PM 'raped 12-year-old boy at London flat' http://t.co/WEcv4gD4Gi
timesofindia,"Delhi woman kidnapped, molested in moving car http://t.co/372oyAErxU"
BBCIndia,"14-year-old Indian girl who was allegedly raped, gets sanction to undergo late-term abortion http://t.co/ztk8a8zrzC http://t.co/GekuNcnJsh"
1stIndiaNews,6 Year Old Girl Molested in School Bus|| dial 100 || first india news: http://t.co/MRnwxgxOOP via @YouTube
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/MRnwxgxOOP 6 Year Old Girl Molested in School Bus|| dial 100 || first india news
1stIndiaNews,"Two males became friends on social site, young man raped and made his porn video | Dial 100: http://t.co/834fKhnS0B via @YouTube"
1stIndiaNews,"Two males became friends on social site, young man raped and made his porn video http://t.co/0FcFBzmUeB"
timesofindia,Kolkata:Teenager gang-raped in Botanic Garden  http://t.co/UAx7ufLtQQ
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/9r8L5sYd9k 2 minor boys raped a teenage girl in car in Jodhpur | Dial 100
timesofindia,"Cops' plan goes wrong, girl gets raped 2nd time http://t.co/Gu9mOjlK8M"
timesofindia,Kolkata woman gang-raped in Nainital by Facebook friends http://t.co/ADWU4mBcUL
timesofindia,Jobseeker gang-raped in Gurgaon http://t.co/8JzuxJVI0D
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/Y8nIodGbza husband raped wife with friends || Dial 100 || First India News
timesofindia,"Minor girls trafficked, raped in Chhattisgarh http://t.co/5YMc4DiMy1"
timesofindia,AI cabin staffer molested by her male colleague http://t.co/btj2zmYAgR
timesofindia,Two Delhi girls gang-raped in Goa http://t.co/UtNxBNfRem
BBCIndia,Indian tribal woman gang-raped http://t.co/5RxF55jBwa
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/jmI6fu1tx5 jhunjhunu sadhu baba raped a girl || dial 100 || first india news
timesofindia,Boko Haram militants raped hundreds of female captives in Nigeria http://t.co/92zB1fb4Fn
1stIndiaNews,I added a video to a @YouTube playlist http://t.co/Tnh2YAjC8M jaipur girl raped by his brother || Dial 100 || first india news
BBCIndia,Tributes paid to India raped nurse http://t.co/yXKZMcLUqQ
timesofindia,#Kanpur Four-year-old missing girl found raped and murdered http://t.co/ZQTBKY8H1x
timesofindia,Woman ‘kidnapped and gang-raped’ in Delhi http://t.co/12vxdG1Oz6
timesofindia,"Nurse gang-raped in Indore, police arrest two http://t.co/XeYswwFISi"
timesofindia,Another woman molested on board a bus in Punjab http://t.co/veCHDNz1F6
1stIndiaNews,"मोगा फिर हुआ शर्मसार, महिला से किया 11 लोगों ने गैंगरेप

http://t.co/fYmYzzCMsN

#Raped #Punjab #Moga"
1stIndiaNews,Centre seeks report from Punjab govt on the death of teenage girl who was allegedly molested and thrown off a moving bus at Moga.
1stIndiaNews,"दबंगो के हाथ में खिलौना बना कानून, विकलांग परिवार की महिला से दुष्कर्म

http://t.co/IWpRnlwTzN

#Rajasthan #Raped"
timesofindia,"Molested, mom &amp; girl jump off bus, daughter dies http://t.co/uhjJKYivtA"
1stIndiaNews,"डकैती डालने आए डकैतों ने महिला के साथ किया दुष्कर्म

http://t.co/xv2fwUBP89

#Raped #Rajasthan #Karauli #misdemeanour"
1stIndiaNews,"6 साल की मासूम से दो बार हुआ बलात्कार

http://t.co/z4zq0yqZrj

#Rajasthan #Raped"
1stIndiaNews,"शादी का झांसा देकर महिला के साथ किया दुष्कर्म

http://t.co/LVlBGGSjyc

#Raped #BHilwada"
timesofindia,Raped child waits as cops fight over jurisdiction http://t.co/zlLKfSytDz
timesofindia,"Scuba instructor, who molested a woman undersea, did not have permission to operate http://t.co/GWk0UTZbZY"
timesofindia,Scuba diving instructor who molested women out on bail http://t.co/JAgB5r6Ti5 http://t.co/1OD5w0ylXK
timesofindia,"Bengal teen allegedly raped by father, brother, uncle http://t.co/sOZbdziUvZ"
timesofindia,"Another woman raped in Delhi taxi, driver arrested http://t.co/FcGhPXUMwr"
timesofindia,"Woman raped in Delhi taxi, driver arrested  http://t.co/CDobzFfGBA"
timesofindia,Yazidi sex slaves 'gang-raped in public' by Isis http://t.co/L4GtvzOEeJ
timesofindia,"Housewife raped in flat, electrician held http://t.co/EC3jAKRhp0"
1stIndiaNews,"दुष्कर्म पीड़िता ने तोड़ा दम

यहाँ पढ़िए ...http://t.co/QCFtPpr2ZQ

#Raped #crimeinjaipur #jaipurpolice http://t.co/Slz6k5PZNe"
1stIndiaNews,"दुष्कर्म पीड़िता ने तोड़ा दम

यहाँ पढ़िए ...http://t.co/QCFtPpr2ZQ

#Raped #crimeinjaipur #jaipurpolice"
timesofindia,Nun who was raped in Bengal leaves hospital http://t.co/XvlpVuzMnD
timesofindia,"Row, death threats at school before nun was raped  http://t.co/gjwh3hYko1"
timesofindia,Nun gang-raped in west Bengal: 2 more detained http://t.co/ZeOl366aHT
timesofindia,"Nun gang-raped in Bengal: Guv seeks public help to nab culprits, cops detain 8 http://t.co/KScGSOSZLG"
timesofindia,Nun gang-raped in Bengal: Cops detain 5 people  http://t.co/XlRuoIShT6
timesofindia,"Bengal nun gang-raped, minister blames ghar wapsi http://t.co/Qd32uEdtN3"
timesofindia,Nun gang raped by dacoits in West Bengal's Nadia district http://t.co/EJl0ZFdmBp
BBCIndia,Indian nun raped in convent attack http://t.co/Zeur2l0Xi4
timesofindia,5-star Ludhiana hotel employee raped by 3 in car http://t.co/3yYvLJszKC
timesofindia,"Shobhaa De's blog | Mere Sapnon ki Rani… not to be wooed, but raped &amp; killed http://t.co/5TtJm76N47 http://t.co/Y41maMm0sd"
timesofindia,"Sikkimese woman raped in #Delhi AIIMS doctor, 4 others arrested http://t.co/NKAcpInm9U"
timesofindia,Sikkim woman raped in Delhi; AIIMS doc arrested http://t.co/6oubARtdG7
1stIndiaNews,"#Breaking : A girl from Sikkim alledgly raped by a doctor in Hauz Khas, admitted at #AIIMS."
timesofindia,Nigerian woman gang-raped in moving car in Delhi http://t.co/JO8htCrTpS
timesofindia,"#Breaking: Nigerian woman gang-raped in a car in New Delhi, four men arrested — TV report"
1stIndiaNews,"3-year-old raped in #Delhi's Farsh Bazaar area, police arrest accused employee of a private company. #RapeShame"
timesofindia,"Woman gang-raped, murdered in Amritsar http://t.co/KbCHhSTPJc"
timesofindia,20-yr-old Japanese tourist raped in Jaipur http://t.co/G7zVe9wKGk
1stIndiaNews,"20-year-old Japanese student raped in Dudu near Jaipur, hunt on for accused tourist guide.
#Jaipur"
timesofindia,"Gang-raped on camera, Kolkata girl gets 2 arrested http://t.co/E17KFyLICY"
timesofindia,Woman raped in a moving bus in Rajasthan  http://t.co/XYXs2KNq4K
timesofindia,"65-year-old woman dies after being gang-raped, assaulted in UP http://t.co/xHBys6ce2i"
timesofindia,BSF jawan's widow 'raped' by vet in Delhi http://t.co/waNEURtNQA
timesofindia,Runaway teenager raped 3 times in 3 days  http://t.co/VVq0MuX21M
timesofindia,"Class X girl kidnapped in Ghaziabad, gang-raped in Noida hotel http://t.co/F8DMJTPC3i"
timesofindia,He's the devil who raped me: Uber rape victim http://t.co/nsXOsjaE4A
timesofindia,He's the devil who raped me: Uber rape victim  http://t.co/UMjgOAzrq9
timesofindia,Girl molested by college principal in Tripura http://t.co/70rWKPExOh
1stIndiaNews,Japanese Girl Gang-Raped in Bihar's Gaya http://t.co/TTJhnFe2zE #gangraped
BBCIndia,Japanese woman 'gang-raped' in India http://t.co/Dh2McwJDtc
1stIndiaNews,"22-Year-Old Meerut Woman Allegedly Gang-Raped By 4 Men At Gunpoint 

Read here....http://t.co/5Ggzxi81JW

#rape #gangraped #meerut"
1stIndiaNews,"22-Year-Old Meerut Woman Allegedly Gang-Raped By 4 Men At Gunpoint 

Read here....http://t.co/9UnXza6vuC

#rape... http://t.co/f5jneFVuoF"
1stIndiaNews,Meerut Woman Allegedly Gang-raped by 4 Men at Gunpoint #Meerut #rape #gangraped
1stIndiaNews,"Japanese Girl Gang-Raped In Bihar's Gaya

Read here.....http://t.co/yaJ5oPzByd

#japanese #gangrape #crime http://t.co/Iml686Fk78"
1stIndiaNews,"Japanese Girl Gang-Raped In Bihar's Gaya

Read here.....http://t.co/giFtCweEsb

#japanese #gangrape #crime"
1stIndiaNews,"14-yr-old allegedly raped by 2 cops in Uttar Pradesh’s Badaun on New Year’s Eve, cops absconding @BJPLucknowBJP"
timesofindia,"Two minors raped in Delhi, 1 by WhatsApp ‘friend’ http://t.co/JPrrQdUp0D"
1stIndiaNews,A class 12 student was allegedly raped by a 17-year-old neighbour when she was alone at her residence in Safdarjung Enclave of south #Delhi
timesofindia,Aurobindo ashram inmate raped after suicide bid http://t.co/PlgwXvfdo8
timesofindia,"Schoolgirl raped, murdered in Tamil Nadu http://t.co/jI8JYMBpU8"
1stIndiaNews,A school girl studying in 6th standard allegedly raped and murdered in #Vellore #TamilNadu @tamilnadubjp http://t.co/BWcvwmQOHv
1stIndiaNews,"Man who molested a woman at Indira Gandhi International airport, New Delhi, arrested #Delhi"
1stIndiaNews,A 10-year-old girl was allegedly molested by a physical education teacher at a private school in south west #Delhi's Dabri area.
BBCIndia,India Uber cab driver 'raped woman' http://t.co/8TzQ9KyRJr
1stIndiaNews,"Hall of Shame Fame: 25-year-old Delhi Girl Threatened, Beaten, Raped  ... http://t.co/91Z3HLkyZr  #Delhi"
1stIndiaNews,#Delhi Police identifies taxi driver who allegedly raped 25 year old woman in National Capital two days ago
1stIndiaNews,Focus should be on the punishment more than the crime: Shamina Shafiq (NCW) on #Delhi girl allegedly raped in a cab http://t.co/2MLvpuwbvD
1stIndiaNews,What kind of a high alert is this in #Delhi that a girl got raped in a cab? It is condemnable: Rakhi Birla (#AAP)
1stIndiaNews,"Came to police station to see whats being done about the case, the girl is traumatized: Barkha Singh on Delhi girl allegedly raped in a cab"
1stIndiaNews,Will meet commissioner in case the accused isnt caught: Barkha Singh on #Delhi girl allegedly #raped in a cab
1stIndiaNews,How can an organization hire such drivers without verification: Barkha Singh on #Delhi girl allegedly #raped in a cab
timesofindia,#Uber cab driver who raped MNC employee has been detained: Times Now
timesofindia,Delhi woman raped by cab driver http://t.co/DD1m837q9N
timesofindia,Take Rs 50k and abort: Panchayat to raped girl http://t.co/dOMxje8SqE
timesofindia,"Take Rs 50,000 and abort, Bihar panchayat tells raped girl http://t.co/7QVGD6r9xz"
timesofindia,Lady Gaga reveals she was raped as a teenager http://t.co/eyM3RIP5F0
DDNewslive,"Three youths, who allegedly molested two girls on a moving bus, have been remanded in judicial custody by a local court in #Rohtak."
timesofindia,"Badaun case: CBI says girls committed suicide, not raped and killed http://t.co/25zbDhmUYZ"
1stIndiaNews,Teacher Raped His Student in Rajsamand - राजसमन्‍द में शिक्षक ने किया छात्रा से दुष्कर्म : http://t.co/MDY9fX7FUq via @YouTube
timesofindia,Minor girl raped in J&amp;K's Rajouri http://t.co/jmx49ytgsB
1stIndiaNews,"Hall of Shame Fame: Kerala Nursery Girl Molested by Seniors, Parents Protest

Read here ... http://t.co/IVjsvmANaP... http://t.co/u4eGwVOhs4"
timesofindia,"#Delhi: PhD student at JNU raped, threatened http://t.co/H2YmgRyODo"
timesofindia,"PhD student at JNU raped, threatened http://t.co/1P3f3zupgt"
timesofindia,Delhi woman was raped before murder in Uttarakhand http://t.co/P5yiIDPURM
1stIndiaNews,A Four Year Old Girl Raped in Jodhpur - जोधपुर के रातानाडा में चार वर्षीय बच्ची के साथ दुष्कर्म  ...  http://t.co/qROdAVPgFj via @YouTube
